,title,artists,url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
145,No Se Olvida,Wisin & Yandel,spotify:track:49qCDjCcu8OvKlSDBYDzHv,0.794,0.739,11,-3.758,1,0.0587,0.184,0.0,0.266,0.448,95.046,250841,4
146,Deprimida,Ozuna,spotify:track:41yHlQmNvtjRpoexYcSyJp,0.811,0.728,1,-4.424,0,0.0619,0.0609,0.000658,0.137,0.725,88.001,217627,4
147,Guatauba,Plan B,spotify:track:0xJFWROBNTBL4sKEuA5pm6,0.804,0.745,4,-5.963,0,0.229,0.00849,0.000942,0.0378,0.635,183.985,162400,4
148,Bonita,J Balvin,spotify:track:0atfY1ew83Ql9nNnJiD2t5,0.775,0.867,5,-1.582,0,0.0414,0.0132,0.00684,0.278,0.869,96.038,265747,4
149,Ella Quiere Beber - Remix,Anuel AA,spotify:track:3f5lA8nnc4YYF1qf78WpHw,0.75,0.665,8,-3.083,1,0.124,0.265,0.0,0.0515,0.697,95.239,219357,4
150,Baila Morena,Lucenzo,spotify:track:4dNRA8hrqj7XJvFhGSQsKe,0.483,0.916,1,-3.728,1,0.144,0.0156,0.0,0.319,0.721,129.79,184217,4
151,Mayor Que Yo 3,Luny Tunes,spotify:track:5l1AVA9n0j2mMsjkC2B7Mj,0.715,0.964,1,-3.176,0,0.162,0.0985,0.0,0.291,0.535,91.976,304747,4
152,Hipócrita,Anuel AA,spotify:track:4CbANooTL2aTHzJZqQ0Uvk,0.79,0.858,2,-2.78,1,0.0471,0.303,0.0,0.61,0.79,92.05,192000,4
153,Safaera,Bad Bunny,spotify:track:2DEZmgHKAvm41k4J3R2E9Y,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,295177,4
154,Yo Perreo Sola,Bad Bunny,spotify:track:0SqqAgdovOE24BzxIClpjw,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014,172127,4
155,Bichiyal,Bad Bunny,spotify:track:4j4w4CXm6BSr0s25wAWrrX,0.737,0.766,10,-4.242,0,0.0458,0.31,6.63e-06,0.114,0.662,93.956,196500,4
156,La Difícil,Bad Bunny,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,163084,4
157,PA' ROMPERLA,Bad Bunny,spotify:track:5XqCz18k96K8tx6DAYM97i,0.772,0.83,7,-5.019,1,0.0599,0.016,0.0,0.0843,0.697,94.011,194200,4
158,La Zona,Bad Bunny,spotify:track:5kqNIqFjijuzvVLhuY9B8j,0.762,0.801,1,-3.661,0,0.0409,0.2,7.04e-05,0.254,0.81,93.992,136893,4
159,Una Vez,Bad Bunny,spotify:track:5J7teKIJGtqVypgYI6sqXj,0.55,0.598,11,-5.402,0,0.0831,0.132,2.58e-06,0.0955,0.543,83.836,232496,4
160,Perreo Intenso,Ankhal,spotify:track:4B2kFp1ulVz1FgwVYSShoj,0.747,0.95,4,-2.946,0,0.263,0.0417,1.72e-06,0.0875,0.689,183.912,239587,4
161,La Santa,Bad Bunny,spotify:track:69vlMrzHwATKzupwNcUPyK,0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,206420,4
162,Amarillo,J Balvin,spotify:track:6zEgnpM0qYmHLDnh8WPejL,0.641,0.857,1,-5.725,0,0.301,0.013,0.00534,0.0695,0.961,122.728,157733,5
163,Rojo,J Balvin,spotify:track:4uziEsK1yiqdauKVDPsmVG,0.652,0.595,11,-4.04,1,0.113,0.15,0.000115,0.0842,0.444,172.27,150853,4
164,Tattoo,Rauw Alejandro,spotify:track:7na7Bk98usp84FaOJFPv3d,0.755,0.617,9,-5.144,1,0.182,0.0217,0.0,0.0625,0.745,193.896,202887,4
165,Fantasias,Rauw Alejandro,spotify:track:6mAN61JH0dzyZpWslS11jy,0.879,0.703,1,-4.219,1,0.0701,0.143,0.0,0.0569,0.788,94.004,199711,4
166,La Mamá de la Mamá,El Alfa,spotify:track:2L95U6syP0bV3fkYYOzmiW,0.922,0.927,11,-3.025,1,0.105,0.283,0.00331,0.719,0.796,129.978,219000,4
167,Curazao,El Alfa,spotify:track:2gMau9LsRZtWOrq5cBGywB,0.854,0.943,11,-4.876,0,0.0846,0.11,1.41e-05,0.0528,0.53,129.256,239578,4
168,La Romana,Bad Bunny,spotify:track:1khmgu0pveJbkbpbkyvcQv,0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,300579,4
169,Besalo,El Alfa,spotify:track:6XlBkATW7Gamg4qJXzc6IF,0.765,0.79,4,-2.129,0,0.0488,0.394,0.000487,0.142,0.613,147.03,163265,4
170,Bésame,Luis Fonsi,spotify:track:1ESyXyXxZmII2sXhMVpk9D,0.789,0.752,0,-4.114,1,0.0364,0.0961,0.0,0.0888,0.902,139.969,170107,4
171,Loco,Justin Quiles,spotify:track:6b2HYgqcK9mvktt4GxAu72,0.771,0.885,8,-3.66,1,0.0508,0.222,0.0,0.0918,0.826,128.031,231604,4
172,Pareja Del Año,Sebastian Yatra,spotify:track:2rCbl9naJYhaxjLsfx88uM,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,4
173,Todo De Ti,Rauw Alejandro,spotify:track:3rdAz1fbUfZxYgaCviYhRo,0.78,0.719,3,-3.613,0,0.0506,0.302,0.000196,0.0931,0.336,127.962,199604,4
174,Miénteme,TINI,spotify:track:0cOa970mzTWAxKtltpkpLc,0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,0.916,92.003,165275,4
175,Yonaguni,Bad Bunny,spotify:track:2JPLbjOn0wPCngEot2STUS,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,206710,4
176,Volví,Aventura,spotify:track:2vmfvSoZBFAt9hhRoEByLi,0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,230125,4
177,AM Remix,Nio Garcia,spotify:track:05bfbizlM5AX6Mf1RRyMho,0.743,0.655,6,-5.015,0,0.159,0.114,0.0,0.0764,0.785,172.031,261335,4
178,Cúrame,Rauw Alejandro,spotify:track:1FlL8ycld6uVDDyhV7P5FA,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,4
179,911 (Remix),Sech,spotify:track:27RSJHEA99Y0Vsow7nA37A,0.816,0.71,7,-3.728,1,0.0398,0.165,0.0,0.292,0.784,93.02,208631,4
180,La Old Skul,Rauw Alejandro,spotify:track:4Z8HZSApeddaRM2ovivUj4,0.795,0.798,9,-2.357,0,0.08,0.532,1.02e-05,0.0869,0.397,104.912,214857,4
181,Demaga Ge Gi Go Gu,El Alfa,spotify:track:3nQbCPy1vMFtXb4XEpOmgC,0.609,0.904,8,-2.619,1,0.324,0.638,0.00416,0.229,0.471,149.149,218921,5
182,La Pegajosa,El Alfa,spotify:track:5moP23NFBjLaJbfYxJswVI,0.871,0.9,8,-4.603,0,0.052,0.0695,0.376,0.169,0.634,110.04,157097,4
183,Fiel,Los Legendarios,spotify:track:56KhDgM8O8rHxBI7CIEGCw,0.849,0.701,6,-4.407,0,0.06,0.407,0.0,0.112,0.505,98.005,261667,4
184,911,Sech,spotify:track:2p2Q23iaaPSEa1tI6TsCVX,0.795,0.655,7,-3.815,1,0.0422,0.076,1.76e-06,0.296,0.744,93.029,215891,4
185,Ella No Es Tuya - Remix,Rochy RD,spotify:track:5YYW3yRktprLRr47WK219Y,0.585,0.611,6,-4.132,1,0.288,0.39,0.0,0.649,0.962,97.041,218107,4
186,Bandido,Myke Towers,spotify:track:1xK1Gg9SxG8fy2Ya373oqb,0.713,0.617,8,-4.637,1,0.0887,0.122,0.0,0.0962,0.682,168.021,232853,4
187,Perreo Pesau',Rauw Alejandro,spotify:track:5bQ9rtAfOUbPmuxjPK8zDp,0.732,0.679,3,-3.068,0,0.135,0.195,5.2e-06,0.651,0.443,171.887,260547,4
188,No Toque Mi Naik,Nicki Nicole,spotify:track:0TBbNYzmtCfN5cpZSCVNIz,0.763,0.784,2,-3.131,1,0.203,0.284,4.5e-06,0.145,0.609,95.045,143925,4
189,Pegate - Remix,Mora,spotify:track:7C2RvtNZvxPdol2JXAdxVK,0.695,0.624,0,-4.364,1,0.205,0.0208,0.0,0.057,0.446,186.13,204587,4
190,La Pared 360,Lenny Tavárez,spotify:track:2w8SKQCnT2YQK1qCqKl2uW,0.776,0.72,2,-4.681,0,0.151,0.231,0.0,0.147,0.829,168.273,152596,4
191,Guadalupe,Jowell & Randy,spotify:track:6NOEC8iVItnGmq2g8wwDYd,0.825,0.768,2,-5.788,1,0.174,0.045,0.0,0.0999,0.598,84.009,243036,4
192,La Ocasión,DJ Luian,spotify:track:20pJKlNIU3J1CrvhBr1kQ8,0.739,0.627,9,-6.063,0,0.128,0.293,0.0,0.477,0.251,134.045,336149,4
193,2/Catorce,Rauw Alejandro,spotify:track:71R8HJxQk5qMiRstrlXN9t,0.54,0.455,3,-5.988,1,0.224,0.675,1.08e-05,0.12,0.432,83.876,212032,4
194,Me Fije,Alex Rose,spotify:track:6Et5KimMg3IXwD6lJPGmQw,0.76,0.668,7,-3.997,0,0.0667,0.397,3.36e-05,0.103,0.71,172.011,202320,4
195,512,Mora,spotify:track:5jzEwSyyymBlf1fa1o39T2,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,193636,4
196,120,Bad Bunny,spotify:track:3KJ3opyV29269SXkPrc19l,0.636,0.656,2,-5.542,0,0.0676,0.451,7.97e-06,0.287,0.439,171.918,151506,4
197,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,spotify:track:1Crj1zkRMpsEjb9NOR6Zof,0.553,0.819,2,-3.083,1,0.257,0.368,1.36e-05,0.0915,0.761,87.913,192348,4
198,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,spotify:track:3ke6it1vTmHtz2ApcIVUz5,0.83,0.748,1,-5.362,1,0.162,0.354,0.0,0.0992,0.523,133.028,177443,4
199,"Nicky Jam: Bzrp Music Sessions, Vol. 41",Bizarrap,spotify:track:03LfOYi0icz4souspZVVhq,0.627,0.849,1,-3.167,0,0.153,0.0913,0.0,0.145,0.818,89.907,158087,4
200,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,spotify:track:1VauUM5CBX7nkLcgafQL2B,0.783,0.524,5,-6.455,0,0.0554,0.241,0.0,0.271,0.839,117.496,164896,4
201,"Chucky73: Bzrp Music Sessions, Vol. 43",Bizarrap,spotify:track:4xTd8fz0mZFK5b9IYdGKNd,0.815,0.832,5,-3.622,0,0.104,0.538,1.01e-06,0.0686,0.912,110.01,141320,4
202,Tranquilísimo,Israel B,spotify:track:3znlxKwQTRVrrerCcZPus2,0.828,0.714,10,-6.852,0,0.108,0.185,3.15e-06,0.244,0.407,95.967,143179,4
203,"Ptazeta: Bzrp Music Sessions, Vol. 45",Bizarrap,spotify:track:4axxCbc4tWlpqHP5UbJMc3,0.829,0.81,2,-4.801,1,0.144,0.0424,0.0,0.0748,0.707,114.044,161485,4
204,DANCE CRIP,Trueno,spotify:track:1kjs5eR4DMzyB0gm1Z8waV,0.857,0.766,0,-3.699,1,0.0978,0.108,0.0,0.0817,0.864,106.024,165019,4
205,Poblado - Remix,J Balvin,spotify:track:2K1CQMoG2Dy5nmeOYnhoi8,0.813,0.81,3,-5.382,0,0.0809,0.112,1.59e-06,0.377,0.632,93.005,392867,4
206,SÚBELE EL VOLUMEN,Daddy Yankee,spotify:track:343HgC6SVFtTAgMPlGoNjn,0.83,0.623,6,-4.056,1,0.0801,0.0219,0.0,0.0812,0.614,101.036,223366,4
207,Qué Más Pues?,J Balvin,spotify:track:6D2TCm4nf5nxAcdGJ7w3QP,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,4
208,Se Le Ve,Dímelo Flow,spotify:track:5W1qmxHrMlQGGAiFA3ZQqP,0.562,0.755,7,-4.367,0,0.112,0.0967,2.25e-05,0.143,0.609,83.997,277693,4
209,El Efecto - Remix,Rauw Alejandro,spotify:track:74j34STf8L6uADnTN69ohv,0.771,0.769,0,-3.504,0,0.0694,0.18,1.57e-05,0.345,0.931,167.969,289899,4
210,Candy,Plan B,spotify:track:2ctjDCCg1wHoQSjIJ8p6U4,0.897,0.864,11,-3.735,0,0.147,0.252,0.0,0.517,0.542,95.981,207627,4
211,QUE PRETENDES,J Balvin,spotify:track:25ZAibhr3bdlMCLmubZDVt,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,222347,4
212,ORO ROSADO,Mora,spotify:track:7jy9wZZTgxlwnXJLMWVegl,0.495,0.705,9,-4.097,1,0.153,0.538,0.0,0.123,0.745,86.078,154667,4
213,Te Voy a Esperar (feat. Belinda),Juan Magán,spotify:track:1Px4jqDnQFulhG7Dl3nK0C,0.72,0.731,10,-7.372,1,0.0927,0.285,0.0,0.11,0.614,128.988,215813,4
214,Se Vuelve Loca,Juan Magán,spotify:track:4G4lvlyyVmtRDucE3ka177,0.715,0.634,6,-7.737,1,0.0341,0.0401,1.25e-06,0.0509,0.63,126.023,188773,4
215,Noche de Estrellas,José de Rico,spotify:track:2pbLzrByOZPibnYwSXLplI,0.732,0.912,11,-4.144,1,0.0602,0.189,0.0,0.375,0.893,128.006,201000,4
216,Pégate Más,Dyland & Lenny,spotify:track:7IUqWSyZP376AhNCmQwYRE,0.638,0.865,7,-5.369,0,0.0372,0.00933,0.000549,0.0547,0.961,132.018,201413,4
217,Nota de Amor (feat. Daddy Yankee),Wisin,spotify:track:4YW2Fr25fHwUt6qgvM1iE1,0.806,0.929,10,-3.017,1,0.121,0.263,0.0,0.0622,0.602,97.99,232373,4
218,Me Voy Enamorando - Remix,Chino & Nacho,spotify:track:0SUukeNYkHMk8bxwgGQKJa,0.708,0.87,10,-4.473,1,0.0557,0.0894,0.0,0.347,0.547,99.963,215800,4
219,Tu y Yo,Juan Magán,spotify:track:5ZKPB4ceWdxAxw2w43ThXd,0.674,0.834,2,-6.089,0,0.0477,0.118,0.00584,0.281,0.795,130.034,194000,4
220,Mal De Amores,Juan Magán,spotify:track:0cvf290WNqrA8rGAEE6Ncl,0.636,0.798,10,-7.018,1,0.127,0.0876,0.0,0.372,0.452,128.028,173040,4
221,Pasado pisado,Comando Tiburon,spotify:track:3sxrGDtPVlivk1vjC4VjP1,0.571,0.823,8,-5.874,1,0.193,0.118,6.94e-05,0.0416,0.913,128.98,197773,4
222,Angelito Sin Alas (feat. Juan Magán) - Remix,DCS,spotify:track:3qZRT8P3XzmoHqkXYCybd4,0.731,0.91,7,-4.625,1,0.068,0.258,0.0,0.103,0.888,120.031,205056,4
223,Rayos de Sol,José de Rico,spotify:track:1d5obgzCOtwq9qaxfe4Hpw,0.747,0.872,8,-4.233,1,0.0355,0.0742,0.00039,0.149,0.882,128.013,231562,4
224,Entre la Playa Ella y Yo,Big Yamo,spotify:track:1tvdNGCcgAhYaYq7ouIYGJ,0.637,0.863,8,-3.619,1,0.0728,0.479,0.0,0.231,0.972,84.951,185078,4
225,Una Vaina Loca (feat. Fuego),Boy Wonder CF,spotify:track:0jXyTYEqZgFPqQvrl1dkRK,0.803,0.887,1,-5.714,1,0.0527,0.278,1.79e-06,0.0636,0.721,117.021,163760,4
226,Dile (Homenaje),Jhayco,spotify:track:073yIM7v2j6XadD4Nkn0Fh,0.764,0.745,5,-4.563,0,0.0475,0.0488,0.0,0.172,0.727,93.013,228933,4
227,Diablita Remix,Fabbio,spotify:track:1CMPYloogotoC6z9n9wdQT,0.745,0.843,1,-4.383,0,0.0632,0.0898,0.0,0.264,0.893,135.95,202192,4
228,Beba Qué Quieres Que Haga,Omar Montes,spotify:track:49iOVtExuJU9faigS2JRUf,0.691,0.937,2,-1.343,1,0.118,0.114,5.95e-05,0.82,0.9,100.122,178264,4
229,Búscate Otro,Jc La Nevula,spotify:track:5nZ7DPFgkSueMjpaVZf3wz,0.832,0.688,5,-4.923,0,0.129,0.244,1.62e-06,0.116,0.406,100.025,213656,4
230,"Ran Bim Bam (with Rochy RD, Yomel El Meloso, Bryant Grety, Tief El Bellaco) - Remix",Quimico Ultra Mega,spotify:track:2HlLAQJS5Myqi79v0503Yp,0.876,0.781,8,-2.256,0,0.177,0.00902,0.0,0.354,0.705,119.987,272000,4
231,Colorín Colorado,Justin Quiles,spotify:track:2YZDh5CecWx0qlFiTvqVQ9,0.677,0.813,6,-4.01,0,0.187,0.219,0.0,0.18,0.573,169.844,194989,4
232,La Botella,Justin Quiles,spotify:track:6GPBXtnSepHovJi1uD1Ggj,0.79,0.766,6,-3.497,0,0.111,0.324,0.0,0.0832,0.825,82.026,226010,4
233,Rakata - Remix,Moncho Chavea,spotify:track:7kbKXgIpWuljf9WUYoelqg,0.627,0.794,1,-4.687,1,0.197,0.0759,1.57e-05,0.29,0.797,98.79,329920,4
234,Dile Que Tu Me Quieres,Ozuna,spotify:track:5u5MvmVtitax9R1Mxh3reC,0.773,0.757,1,-4.959,1,0.0526,0.0864,3.73e-06,0.0727,0.858,88.006,226520,4
235,Ahora Dice,Chris Jedi,spotify:track:5lhcHMDQpNwhM62lSOrvLf,0.704,0.691,6,-5.414,1,0.158,0.255,0.0,0.129,0.427,143.982,270493,4
236,No Quiere Enamorarse - Remix,Ozuna,spotify:track:0XC9N5n8osww4bfsPuNMpS,0.766,0.82,0,-3.135,1,0.0688,0.148,0.0,0.659,0.819,164.049,239206,4
237,Un Bellaqueo,Ozuna,spotify:track:7vNt6L1pQRjPPEvb03jpyt,0.895,0.789,5,-3.802,0,0.0895,0.3,8.6e-06,0.158,0.96,88.004,218593,4
238,Manicomio,Cosculluela,spotify:track:3n58u3LOFw8mITLvfPvQBz,0.744,0.754,8,-3.829,1,0.24,0.0213,1.33e-06,0.14,0.841,180.039,228662,4
239,Me Reclama,Mambo Kingz,spotify:track:4ojwGTehgBRAg52jbFgzJg,0.755,0.72,1,-4.215,0,0.0826,0.348,0.0,0.168,0.713,175.93,187493,4
240,"Tumba La Casa (Remix) [feat. Daddy Yankee, Nicky Jam, Farruko, Arcangel, De La Ghetto, Zion & Ñengo Flow]",Alexio,spotify:track:6n5hSi8Mdyee0XvsmIffeV,0.774,0.654,1,-6.932,1,0.234,0.192,0.0,0.303,0.846,166.001,477675,4
241,Mi Vecinita,Plan B,spotify:track:18DmZ510OB9XATcFbQ8vDZ,0.755,0.82,5,-4.408,0,0.0528,0.102,0.0,0.577,0.867,93.995,182293,4
242,El Serrucho,Mr Black El Presidente,spotify:track:2ZR50pvQ1lpMWyQAMO4Y5b,0.947,0.958,10,-4.146,1,0.171,0.0404,0.0,0.0916,0.801,115.983,203781,4
243,Como Yo Le Doy,Don Miguelo,spotify:track:4sUvL7D0XXsxWxHsIB3Cmj,0.836,0.782,7,-5.93,1,0.0833,0.328,9.41e-06,0.211,0.846,98.0,221768,4
244,Como Yo Le Doy - Spanglish Version,Pitbull,spotify:track:39rEnzsEsUH8vzcM43QSa0,0.777,0.84,7,-4.384,1,0.082,0.151,1.24e-06,0.249,0.804,97.979,262707,4
245,FUMETEO - Remix,Feid,spotify:track:4sIVl8rmGPDemhnod4JID3,0.731,0.849,4,-4.607,0,0.0431,0.0492,1.07e-05,0.105,0.606,93.982,214880,4
246,Keii,Anuel AA,spotify:track:5eEQCfq7MXQr6aHLNRUZLs,0.708,0.797,0,-3.095,0,0.0391,0.4,0.0,0.096,0.51,88.015,210000,4
247,Sola & Vacía,Casper Magico,spotify:track:46V4kseB66GjFGklCgynGX,0.712,0.851,0,-3.359,1,0.149,0.207,4e-06,0.0334,0.542,95.973,182676,4
248,Hasta Que Dios Diga,Anuel AA,spotify:track:06s3QtMJVXw1AJX3UfvZG1,0.691,0.765,8,-4.727,1,0.111,0.464,3.29e-06,0.203,0.855,174.021,246000,4
249,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",Teriyaki Boyz,spotify:track:0upFohXrGxIIAjyaJmCkMU,0.757,0.892,6,-5.321,1,0.124,0.178,4.19e-05,0.0719,0.936,127.014,255947,4
250,Tu Príncipe,Daddy Yankee,spotify:track:2FNqnsX74ZlwduUAcnmzee,0.77,0.804,4,-5.479,1,0.0623,0.16,1e-05,0.193,0.568,94.017,205520,4
251,Zun Da Da,Zion,spotify:track:6DxS2ZRl8G3EagHkovYXA2,0.782,0.767,9,-7.981,0,0.0871,0.266,3.64e-05,0.0947,0.622,88.005,304091,4
252,Me Estas Tentando,Wisin & Yandel,spotify:track:7JVIiaJPFiZypYSOMREhhA,0.813,0.92,4,-2.643,0,0.055,0.279,6.93e-06,0.329,0.767,115.994,229680,4
253,Abusadora,Wisin & Yandel,spotify:track:6Zdjh0uRQPt22BPckJgvEj,0.775,0.786,1,-4.59,0,0.0503,0.0419,0.000413,0.0875,0.19,114.996,180387,4
254,Yo Voy (feat. Daddy Yankee),Zion & Lennox,spotify:track:5gflgO9EPbIBf16n5TKnQS,0.808,0.697,10,-5.899,1,0.241,0.041,0.0,0.0546,0.554,95.06,232020,4
255,"Baila Morena (with Luny Tunes, Noriega) - Remix",Hector & Tito,spotify:track:4qbi9JDziBh3cxi9SFUbeu,0.786,0.819,0,-5.062,1,0.108,0.207,0.0,0.0969,0.775,94.002,187080,4
256,Quiero Bailar,Ivy Queen,spotify:track:7mY1dIaY9vY6Jrlrjg3dRn,0.836,0.842,5,-5.233,1,0.105,0.285,0.0,0.277,0.757,94.946,186507,4
257,Sexy Movimiento,Wisin & Yandel,spotify:track:1Kgyx7NLtzsa3gWV1efGHu,0.815,0.757,10,-6.16,0,0.039,0.382,3.28e-06,0.147,0.734,104.986,209680,4
258,Niña Bonita,Chino & Nacho,spotify:track:4u5xLMRN0dgKBFFN8FiNgv,0.676,0.91,9,-5.096,1,0.132,0.257,0.0,0.153,0.716,120.022,216787,4
259,Me Prefieres a Mí (Remix) [feat. Don Omar],Arcángel,spotify:track:47bwUcIdS00pGFjEohjsru,0.741,0.739,2,-5.863,1,0.142,0.268,4.78e-05,0.405,0.765,81.002,262360,4
260,Zumba,Don Omar,spotify:track:2xcHJ5YpRL7wgSfsBnIktB,0.718,0.892,9,-3.494,0,0.0404,0.00175,0.0145,0.138,0.828,124.98,263973,4
261,More,Zion,spotify:track:0rKqFkLnkcZByHMjN60KAn,0.69,0.79,1,-6.628,0,0.0864,0.211,0.0,0.106,0.869,172.054,240733,4
262,Me Niegas,Baby Rasta & Gringo,spotify:track:1o6DL0otgQMsUebziSC7kA,0.679,0.713,8,-6.625,1,0.0499,0.0226,0.17,0.239,0.882,173.995,201947,4
263,Virtual Diva,Don Omar,spotify:track:5nJaS3PEpyPfaWiLxIGtRX,0.785,0.881,8,-4.205,0,0.0505,0.212,0.0,0.753,0.729,113.999,239493,4
264,Danza Kuduro,Don Omar,spotify:track:4sCSUQnWQ6HJsOMjfPicdn,0.701,0.896,0,-6.459,1,0.0814,0.0866,0.0,0.0572,0.896,130.067,198387,4
265,En La Cama (feat. Daddy Yankee),Nicky Jam,spotify:track:2Eg6dOam7cAe5turf2bnCg,0.855,0.912,10,-4.832,0,0.145,0.183,0.0,0.122,0.885,104.072,157023,4
266,HDP,Kaydy Cain,spotify:track:6iYQiODKAdVYy34XaqlotY,0.807,0.647,11,-6.341,0,0.0638,0.46,0.0,0.0937,0.933,89.998,213667,4
267,En Las Noches Frias,Ñengo Flow,spotify:track:5ADrOgdsPV1BjT8RmlV6PC,0.592,0.703,0,-6.696,0,0.138,0.0337,0.0,0.0894,0.882,81.231,255904,4
268,Flow 2000 - Remix,Bad Gyal,spotify:track:7fRtruULHGuwC0wNRx1HSa,0.788,0.775,6,-3.554,0,0.093,0.076,0.0,0.123,0.454,95.104,168520,4
269,Jordan,Ryan Castro,spotify:track:2rDZhKnPaPG054ExZ6nXUS,0.796,0.68,10,-5.555,0,0.37,0.0575,0.000683,0.103,0.71,179.923,176143,4
270,BICHOTA,KAROL G,spotify:track:7vrJn5hDSXRmdXoR30KgF1,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,178947,4
271,EL MAKINON,KAROL G,spotify:track:2FSGUA0gFgGeQdprjtGM2M,0.635,0.706,5,-3.224,0,0.125,0.256,0.0,0.108,0.443,88.863,209160,4
272,El Manual,Anuel AA,spotify:track:7kOf0qHO4Rcwk6QJifZDRJ,0.843,0.845,0,-2.344,1,0.0503,0.35,0.00168,0.0527,0.898,126.989,210624,4
273,Castigo,Feid,spotify:track:7INDea2qgB7TlUgpux3hsg,0.739,0.672,8,-4.127,0,0.174,0.0897,0.0,0.104,0.739,179.78,178080,4
274,Enséñame a Bailar,Bad Bunny,spotify:track:2NMjggapJcXXM7WccGEBUO,0.81,0.789,8,-5.08,1,0.0846,0.191,1.08e-05,0.467,0.77,105.009,176000,4
275,Me Porto Bonito,Bad Bunny,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567,4
276,Tití Me Preguntó,Bad Bunny,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,243717,4
277,La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi,spotify:track:6DoL1yYIwEW7VZMRaJhoJI,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,254920,4
278,Ponle Música,Bryant Myers,spotify:track:1IHjkegfM9HcDZb0u7ZNVY,0.808,0.814,0,-5.451,1,0.0586,0.0167,5.04e-05,0.0591,0.708,92.024,224333,4
279,Travesuras - Remix,Nio Garcia,spotify:track:0VWLId2RwPCno9s1cJm2Vy,0.739,0.788,1,-5.198,1,0.0731,0.0513,0.0,0.282,0.473,175.996,324426,4
280,Travesuras,Nicky Jam,spotify:track:05fqWKL1Qws7owtkuJhZ2S,0.773,0.593,1,-11.948,1,0.104,0.126,0.0,0.0786,0.883,93.984,197546,4
281,Llueve,Wisin & Yandel,spotify:track:5yDAnr9USNQTP6ojiWBCvv,0.736,0.68,11,-4.278,0,0.12,0.155,7.71e-06,0.0643,0.724,168.068,249801,4
282,Tigini (Remix),Rvfv,spotify:track:6stWVqWxtPPednHy1mzoOz,0.782,0.655,6,-5.971,0,0.0566,0.377,0.00134,0.0749,0.662,135.018,175556,4
283,Party,Bad Bunny,spotify:track:4tYFy8ALRjIZvnvSLw5lxN,0.829,0.799,9,-5.389,1,0.0897,0.0151,0.000543,0.242,0.471,97.013,227629,4
284,Tarot,Bad Bunny,spotify:track:41oY4WCTj5kccfesTVFnvN,0.795,0.684,11,-3.971,0,0.0419,0.0225,0.0,0.658,0.419,114.011,237895,4
285,Mayor Que Usted,NATTI NATASHA,spotify:track:7d7aPD2oxuzjhOZnu4Dj23,0.625,0.839,6,-4.824,0,0.0927,0.00762,2.35e-05,0.464,0.771,184.08,233520,4
286,Súbelo,Anuel AA,spotify:track:3fHEwAssCgM4wJYdjT5Ch0,0.625,0.754,6,-4.158,0,0.076,0.17,3.76e-05,0.109,0.746,89.888,239797,4
287,ULTRA SOLO REMIX,Polimá Westcoast,spotify:track:6wtZPYBIXUvCpXwVjMCJBf,0.909,0.824,1,-4.627,1,0.0797,0.0777,0.00387,0.0638,0.585,109.97,322347,4
288,Nos Comemos Vivos,Maluma,spotify:track:3SlKme42qm1vWrkl3BrZmm,0.822,0.719,10,-3.633,0,0.0576,0.165,2.48e-05,0.174,0.659,82.01,225366,4
